TK_Nr;DZ_Nr;DZ_Name;Land_Nr;Land_Code;Str_Kl;Str_Nr;Str_Zus;Erf_Art;Fernziel_Ri1;Nahziel_Ri1;Hi_Ri1;Fernziel_Ri2;Nahziel_Ri2;Hi_Ri2;Anz_Fs_Q;Betriebs_km;vT_MobisSo;vT_W;vT_U;vT_S;DTV_Kfz_MobisSo_Q;DTV_Kfz_MobisSo_Ri1;DTV_Kfz_MobisSo_Ri2;DTV_Kfz_W_Q;DTV_Kfz_W_Ri1;DTV_Kfz_W_Ri2;DTV_Kfz_U_Q;DTV_Kfz_U_Ri1;DTV_Kfz_U_Ri2;DTV_Kfz_S_Q;DTV_Kfz_S_Ri1;DTV_Kfz_S_Ri2;Entw_Kfz_MobisSo_Q;Entw_Kfz_W_Q;Entw_Kfz_U_Q;Entw_Kfz_S_Q;DTV_SV_MobisSo_Q;DTV_SV_MobisSo_Ri1;DTV_SV_MobisSo_Ri2;DTV_SV_W_Q;DTV_SV_W_Ri1;DTV_SV_W_Ri2;DTV_SV_U_Q;DTV_SV_U_Ri1;DTV_SV_U_Ri2;DTV_SV_S_Q;DTV_SV_S_Ri1;DTV_SV_S_Ri2;Entw_SV_MobisSo_Q;Entw_SV_W_Q;Entw_SV_U_Q;Entw_SV_S_Q;pSV_MobisSo_Q;pSV_W_Q;pSV_U_Q;pSV_S_Q;fer;bSo;bFr;Mt;pMt;Mn;pMn;Md;pMd;Me;pMe;MSV30_Kfz_MobisSo_Q;MSV30_Kfz_W_Q;MSV30_Kfz_U_Q;MSV30_Kfz_S_Q;MSV30maxRi_Kfz_MobisSo;MSV30maxRi_Kfz_W;MSV30maxRi_Kfz_U;MSV30maxRi_Kfz_S;pMSV30maxRi_Kfz_MobisSo;pMSV30maxRi_Kfz_W;pMSV30maxRi_Kfz_U;pMSV30maxRi_Kfz_S;Ri_MSV30maxRi_Kfz_MobisSo;Ri_MSV30maxRi_Kfz_W;Ri_MSV30maxRi_Kfz_U;Ri_MSV30maxRi_Kfz_S;DL_Q;DL_Ri1;DL_Ri2;JG;WG_Ri1;WG_Ri2;TG_Mo_Ri1;TGMax1_Mo_Ri1;TGMax2_Mo_Ri1;TG_Mo_Ri2;TGMax1_Mo_Ri2;TGMax2_Mo_Ri2;TG_DiMiDo_Ri1;TGMax1_DiMiDo_Ri1;TGMax2_DiMiDo_Ri1;TG_DiMiDo_Ri2;TGMax1_DiMiDo_Ri2;TGMax2_DiMiDo_Ri2;TG_Fr_Ri1;TGMax1_Fr_Ri1;TGMax2_Fr_Ri1;TG_Fr_Ri2;TGMax1_Fr_Ri2;TGMax2_Fr_Ri2;TG_Sa_Ri1;TGMax1_Sa_Ri1;TGMax2_Sa_Ri1;TG_Sa_Ri2;TGMax1_Sa_Ri2;TGMax2_Sa_Ri2;TG_SoFei_Ri1;TGMax1_SoFei_Ri1;TGMax2_SoFei_Ri1;TG_SoFei_Ri2;TGMax1_SoFei_Ri2;TGMax2_SoFei_Ri2;pPLZ_MobisSo_Q;pLfw_MobisSo_Q;pMot_MobisSo_Q;pPmA_MobisSo_Q;pLoA_MobisSo_Q;pLzg_MobisSo_Q;pSat_MobisSo_Q;pBus_MobisSo_Q;pSon_MobisSo_Q;pPLZ_W_Q;pLfw_W_Q;pMot_W_Q;pPmA_W_Q;pLoA_W_Q;pLzg_W_Q;pSat_W_Q;pBus_W_Q;pSon_W_Q;pPLZ_U_Q;pLfw_U_Q;pMot_U_Q;pPmA_U_Q;pLoA_U_Q;pLzg_U_Q;pSat_U_Q;pBus_U_Q;pSon_U_Q;pPLZ_S_Q;pLfw_S_Q;pMot_S_Q;pPmA_S_Q;pLoA_S_Q;pLzg_S_Q;pSat_S_Q;pBus_S_Q;pSon_S_Q;Koor_UTM32_E;Koor_UTM32_N;DTV_Kfz_WU_MobisFr_Q;DTV_Kfz_WU_MobisFr_Ri1;DTV_Kfz_WU_MobisFr_Ri2;DTV_SV_WU_MobisFr_Q;DTV_SV_WU_MobisFr_Ri1;DTV_SV_WU_MobisFr_Ri2;DTV_Kfz_WU_Sa_Q;DTV_Kfz_WU_Sa_Ri1;DTV_Kfz_WU_Sa_Ri2;DTV_SV_WU_Sa_Q;DTV_SV_WU_Sa_Ri1;DTV_SV_WU_Sa_Ri2;MSV30_Kfz_MobisSo_Ri1;MSV30_Kfz_MobisSo_Ri2;MSV30_Kfz_W_Ri1;MSV30_Kfz_W_Ri2;MSV30_Kfz_U_Ri1;MSV30_Kfz_U_Ri2;MSV30_Kfz_S_Ri1;MSV30_Kfz_S_Ri2;bSV30_MobisSo_Ri1;bSV30_MobisSo_Ri2;bSV30_W_Ri1;bSV30_W_Ri2;bSV30_U_Ri1;bSV30_U_Ri2;bSV30_S_Ri1;bSV30_S_Ri2;DTV_Kfz_W_MobisFr_Q;DTV_Kfz_W_MobisFr_Ri1;DTV_Kfz_W_MobisFr_Ri2;DTV_SV_W_MobisFr_Q;DTV_SV_W_MobisFr_Ri1;DTV_SV_W_MobisFr_Ri2;pSV_W_MobisFr_Q;pSV_W_MobisFr_Ri1;pSV_W_MobisFr_Ri2;Koor_WGS84_N;Koor_WGS84_E;MSV50_Kfz_MobisSo_Ri1;MSV50_Kfz_MobisSo_Ri2;pMSV50_Kfz_MobisSo_Ri1;pMSV50_Kfz_MobisSo_Ri2;bSV50_MobisSo_Ri1;bSV50_MobisSo_Ri2;bLkwK50_MobisSo_Ri1;bLkwK50_MobisSo_Ri2;pMSV50_Kfz_W_MobisFr_Ri1;pMSV50_Kfz_W_MobisFr_Ri2;DTV_Kfz_NZB_DiMiDo_Ri1;DTV_Kfz_NZB_DiMiDo_Ri2;bSo_Ri1;bSo_Ri2;bMo_Ri1;bMo_Ri2;bFr_Ri1;bFr_Ri2;bSa_Ri1;bSa_Ri2;Q_P_D;Q_L1_D;Q_L2_D;Q_K_D;Q_P_E;Q_L1_E;Q_L2_E;Q_K_E;Q_P_N;Q_L1_N;Q_L2_N;Q_K_N;Geo_Sequ;Abschnitt_Ast;Station;Ausrichtung;Anmerkungen;
6224;9035;AD Würzburg-West (S);9;BY;A;81;;8+1;Würzburg;AD Dreieck Würzburg-West (A3);N;Stuttgart;AS Gerchsheim;S;4;453,8;281;159;67;55;30.619;14.552;16.067;31.181;15.056;16.125;30.476;14.665;15.810;28.889;12.686;16.203;+1,6;+0,3;+3,2;+4,0;5.546;2.558;2.987;6.859;3.167;3.692;5.721;2.620;3.102;846;406;440;+0,4;-0,4;+2,1;-1,0;18,1;22,0;18,8;2,9;0,98;0,92;1,13;1.714;15,5;399;40,8;1.841;15,9;1.332;13,9;;;;;;;;;;;;;;;;;;C;B;B;C;D;C;;;C;;;C;;;D;9;17;E;16;;E;17;;F;11;;D;12;;D;18;;D;17;;79,7;8,0;1,0;1,1;3,1;14,7;11,2;0,3;1,1;75,9;8,5;0,9;1,0;3,6;18,1;13,7;0,3;1,1;78,7;8,1;1,1;1,3;3,4;15,1;11,6;0,3;1,2;94,8;6,0;1,1;1,3;1,0;1,6;1,2;0,3;0,9;559.495;5.509.146;32.195;15.498;16.697;7.481;3.454;4.028;25.200;12.317;12.882;2.061;921;1.140;;;;;;;;;;;;;;;;;32.387;15.604;16.782;7.670;3.546;4.124;23,7;22,7;24,6;49,73186512;9,82558323;1.510;1.722;10,4;10,7;10,7;2,2;7,4;0,8;9,7;10,3;15.516;16.451;0,84;0,99;0,93;1,10;1,24;1,03;0,79;0,76;1.530;63;229;19;1.133;34;151;14;233;19;144;3;200;6224215O6224219O;1,890;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
7220;8101;Böblingen;8;BW;A;81;;8+1;Stuttgart;AK Kreuz Stuttgart (A8/A831);N;Singen;AS Sindelfingen-Ost;S;6;589,6;351;216;72;63;129.983;65.250;64.732;137.874;69.599;68.276;129.296;64.665;64.631;102.773;50.513;52.260;-1,3;-1,5;-2,2;+0,5;9.691;4.651;5.040;12.041;5.772;6.269;9.994;4.789;5.204;961;495;466;-2,6;-2,9;-3,0;-1,7;7,5;8,7;7,7;0,9;0,94;0,75;1,03;7.282;6,7;1.684;14,0;7.768;7,3;5.824;4,2;;;;;;;;;;;;;;;;;;D;D;A;B;B;D;8;17;C;;;D;8;17;C;;;C;;;C;;;A;;;A;;;D;18;;D;18;;91,7;8,1;0,4;0,7;1,8;5,5;4,1;0,2;0,1;90,5;8,6;0,3;0,6;2,1;6,5;4,8;0,2;0,2;91,3;8,3;0,5;0,9;1,9;5,7;4,2;0,2;0,1;98,1;5,6;0,5;0,9;0,3;0,5;0,4;0,2;0,1;503.971;5.395.754;139.278;70.363;68.915;13.260;6.390;6.870;118.258;58.525;59.734;3.109;1.326;1.783;;;;;;;;;;;;;;;;;141.115;71.453;69.663;13.621;6.563;7.059;9,7;9,2;10,1;48,71480285;9,05398098;5.559;5.306;8,5;8,2;5,7;9,0;3,9;6,4;7,8;7,6;72.037;69.841;0,73;0,78;0,96;1,00;1,04;1,03;0,83;0,87;7.168;165;404;31;5.559;47;197;21;1.443;44;193;5;90;7220047O7220051O;1,708;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
7319;8083;Ehningen;8;BW;A;81;;2;Würzburg;AS Ehningen;N;Singen;AS Hildrizhausen;S;6;601,6;273;160;62;51;90.501;45.006;45.495;94.559;47.081;47.478;89.662;44.256;45.406;77.113;38.556;38.557;;;;;11.728;5.412;6.316;14.203;6.594;7.608;11.825;5.394;6.431;2.807;1.229;1.578;;;;;13,0;15,0;13,2;3,6;0,95;0,82;1,07;5.016;12,1;1.282;20,0;5.351;12,9;4.010;8,7;;;;;;;;;;;;;;;;;;C;D;A;B;B;A;7;;E;17;;B;7;;E;17;;B;7;;E;16;;C;11;13;D;15;;D;18;;D;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;496.209;5.388.549;95.450;47.485;47.965;15.302;7.149;8.153;82.928;40.901;42.028;5.351;2.130;3.222;;;;;;;;;;;;;;;;;96.706;48.213;48.493;15.775;7.391;8.385;16,3;15,3;17,3;48,64998734;8,94852259;4.926;4.509;10,9;9,9;9,7;10,2;;;10,2;9,3;48.058;49.009;0,84;0,81;0,95;0,97;1,10;1,04;0,87;0,87;;;;;;;;;;;;;80;7319045O7319048O;2,256;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
7021;8045;Freiberg am Neckar;8;BW;A;81;;2;Würzburg;AS Pleidelsheim;N;Singen;AS Ludwigsburg-Nord;S;6;563,1;315;186;72;57;107.578;54.573;53.006;111.969;57.237;54.732;106.343;54.959;51.385;93.496;44.623;48.873;+0,8;+0,1;+0,9;+3,5;13.702;6.982;6.720;16.682;8.461;8.221;13.975;7.203;6.772;2.770;1.450;1.320;+2,4;+2,5;+0,5;+7,0;12,7;14,9;13,1;3,0;0,95;0,82;1,05;6.016;11,5;1.416;23,6;6.411;12,2;4.828;8,5;;;;;;;;;;;;;;;;;;D;D;A;B;D;D;8;17;G;7;;E;18;;B;7;;C;;;C;;;A;;;A;;;C;14;;D;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;515.862;5.422.825;113.063;57.930;55.133;18.083;9.232;8.852;98.271;50.485;47.785;5.883;2.870;3.013;;;;;;;;;;;;;;;;;114.466;58.538;55.927;18.595;9.457;9.138;16,2;16,2;16,3;48,95813513;9,21667596;5.006;4.733;9,2;8,9;9,8;12,8;;;8,6;8,5;59.449;55.741;0,75;0,90;0,91;1,03;1,07;1,03;0,85;0,85;;;;;;;;;;;;;130;7021039O7020010O;0,146;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
8118;8746;Geisingen;8;BW;A;81;;8+1;Stuttgart;AS Geisingen;N;Singen;AS Engen;S;4;703,5;116;78;17;21;37.366;19.335;18.031;36.360;18.751;17.609;36.850;19.213;17.637;41.582;21.564;20.018;;;;;;;;;;;;;;;;;;;;;;;;;1,01;1,20;1,23;2.149;;373;;2.289;;1.727;;;;;;;;;;;;;;;;;;;B;C;D;D;D;D;8;18;G;8;;D;9;17;C;;;E;17;;C;;;A;;;C;11;13;G;18;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;478.585;5.304.387;36.281;18.447;17.834;;;;37.473;20.903;16.570;;;;;;;;;;;;;;;;;;;;36.319;18.472;17.847;;;;;;;47,89245453;8,71351935;2.429;1.905;12,6;10,6;;;;;13,1;10,7;17.699;17.247;1,21;1,18;0,95;1,02;1,29;1,16;1,13;0,94;;;;;;;;;;;;;20;8018030O8118032O;4,586;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
6821;8043;Grafenwald;8;BW;A;81;;2;Würzburg;AS Weinsberg/Ellhofen;N;Singen;AS Heilbronn/Untergruppenbach;S;6;542,4;233;139;54;40;95.796;47.675;48.121;97.734;49.070;48.664;95.590;48.408;47.182;89.158;41.803;47.355;+0,9;+0,1;+1,7;+3,1;13.676;6.672;7.003;16.620;8.098;8.522;14.029;6.914;7.115;2.771;1.305;1.466;-0,4;-0,7;-0,9;+1,8;14,3;17,0;14,7;3,1;0,98;0,89;1,11;5.354;12,7;1.267;27,8;5.710;13,4;4.286;9,9;;;;;;;;;;;;;;;;;;D;C;B;C;D;D;8;17;C;;;D;8;17;C;;;C;;;C;;;B;11;;A;;;B;14;;D;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;522.052;5.442.214;99.186;49.889;49.297;18.029;8.857;9.172;87.539;44.142;43.397;5.958;2.672;3.286;;;;;;;;;;;;;;;;;99.846;50.159;49.687;18.511;9.068;9.443;18,5;18,1;19,0;49,13235751;9,30229558;4.441;4.608;9,3;9,6;9,1;2,5;;;8,9;9,3;49.973;49.329;0,84;0,94;0,90;1,05;1,17;1,06;0,88;0,89;;;;;;;;;;;;;170;6821058O6921042O;0,574;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
7419;8081;Gültstein;8;BW;A;81;;2;Würzburg;AS Herrenberg;N;Singen;AS Rottenburg;S;4;616,9;244;160;37;47;59.148;28.569;30.579;59.094;28.521;30.573;60.445;29.022;31.423;57.737;28.181;29.556;;;;;6.828;2.497;4.331;8.327;3.076;5.251;7.070;2.551;4.519;1.197;375;822;;;;;11,5;14,1;11,7;2,1;1,02;0,99;1,13;3.295;10,3;803;21,4;3.490;11,1;2.713;7,4;;;;;;;;;;;;;;;;;;D;D;B;D;D;B;7;;E;17;;C;;;E;17;;C;;;E;17;;B;12;;A;;;D;18;;D;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;491.820;5.377.053;59.935;28.920;31.015;9.086;3.391;5.694;57.076;27.354;29.722;2.795;772;2.023;;;;;;;;;;;;;;;;;59.722;28.860;30.861;9.308;3.487;5.821;15,6;12,1;18,9;48,54652014;8,88915946;2.597;2.835;9,1;9,3;0,9;7,5;;;9,0;9,2;28.825;30.692;1,00;0,98;0,92;0,98;1,14;1,11;0,93;0,95;;;;;;;;;;;;;60;7419055O7419052O;4,006;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
7319;8184;Hildrizhausen;8;BW;A;81;;2;Würzburg;AS Hildrizhausen;N;Singen;AS Gärtringen;S;6;603,6;285;170;62;53;91.804;46.571;45.233;96.198;48.809;47.388;91.531;46.392;45.139;76.519;38.833;37.686;-0,3;-0,5;-1,1;+1,3;11.904;5.791;6.113;14.359;7.045;7.315;12.044;5.787;6.257;3.002;1.342;1.661;-1,3;-1,8;-2,2;+8,7;13,0;14,9;13,2;3,9;0,95;0,79;1,07;5.085;12,1;1.305;19,7;5.430;13,0;4.050;8,7;;;;;;;;;;;;;;;;;;D;D;A;B;B;A;7;;E;17;;B;7;;E;17;;B;7;;E;15;;C;11;14;D;15;;D;18;;D;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;495.345;5.387.963;97.447;49.519;47.928;15.497;7.628;7.869;83.191;41.772;41.418;5.417;2.352;3.065;;;;;;;;;;;;;;;;;98.485;50.092;48.393;15.940;7.880;8.060;16,2;15,7;16,7;48,64470525;8,93679861;5.156;4.831;11,1;10,7;10,0;9,0;;;10,3;10,0;50.350;48.734;0,79;0,79;0,95;0,98;1,08;1,06;0,84;0,87;;;;;;;;;;;;;70;7319048O7319037Z;0,492;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
7518;8028;Horb;8;BW;A;81;;8+1;Stuttgart;AS Rottenburg;N;Singen;AS Horb a.N.;S;4;629,1;356;218;75;63;56.908;28.195;28.713;56.084;27.768;28.316;57.878;28.434;29.445;58.639;29.417;29.222;-0,4;-0,9;-0,1;+1,2;6.530;3.117;3.413;8.133;3.886;4.247;6.689;3.169;3.519;634;319;314;-2,4;-2,6;-2,8;-2,0;11,5;14,5;11,6;1,1;1,03;1,07;1,18;3.213;10,4;687;21,8;3.412;11,3;2.618;6,8;;;;;;;;;;;;;;;;;;C;D;D;D;D;B;8;;C;;;C;;;C;;;C;;;E;18;;B;11;;C;11;14;D;18;;D;18;;87,3;9,5;0,3;1,2;1,9;9,3;7,0;0,3;0,1;84,3;10,3;0,2;1,1;2,4;11,9;8,9;0,2;0,1;87,0;9,8;0,4;1,4;1,9;9,4;7,1;0,2;0,1;97,6;6,5;0,5;1,2;0,2;0,5;0,4;0,3;0,1;483.005;5.366.574;56.625;28.038;28.587;8.921;4.289;4.631;56.172;27.469;28.703;2.180;872;1.309;;;;;;;;;;;;;;;;;56.361;27.961;28.399;9.187;4.422;4.765;16,3;15,8;16,8;48,45207210;8,77015756;2.855;2.780;10,1;9,7;0,7;4,0;0,2;3,2;10,2;9,8;27.365;27.835;1,09;1,06;0,96;0,99;1,20;1,15;0,98;1,00;3.016;77;309;10;2.434;28;149;7;537;24;126;1;50;7419052O7518070O;7,968;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
6921;8085;Ilsfeld;8;BW;A;81;;2;Würzburg;AS Heilbronn/Untergruppenbach;N;Singen;AS Ilsfeld;S;6;546,0;238;132;63;43;102.925;51.503;51.422;105.441;53.230;52.211;102.747;52.604;50.143;94.201;44.004;50.197;+1,2;-0,2;+2,3;+5,0;14.860;7.355;7.505;17.944;8.869;9.075;15.223;7.669;7.554;3.445;1.586;1.859;+2,0;+0,9;+1,8;+20,0;14,4;17,0;14,8;3,7;0,97;0,89;1,08;5.757;12,9;1.351;27,3;6.126;13,7;4.652;9,9;;;;;;;;;;;;;;;;;;D;C;B;B;D;B;8;;C;;;D;8;17;D;7;18;C;;;E;17;;A;;;A;;;B;14;;D;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;519.870;5.434.375;107.255;54.289;52.966;19.437;9.708;9.730;92.680;47.199;45.481;6.684;3.035;3.649;;;;;;;;;;;;;;;;;107.963;54.494;53.469;19.940;9.912;10.027;18,5;18,2;18,8;49,06191732;9,27199201;4.741;4.930;9,2;9,6;10,0;3,3;;;8,7;9,2;54.230;53.507;0,82;0,97;0,92;1,04;1,15;1,02;0,88;0,84;;;;;;;;;;;;;160;6921042O6921057O;2,938;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
7120;8088;Korntal;8;BW;A;81;;8+1;Würzburg;AS Stuttgart-Zuffenhausen;N;Stuttgart;AS Stuttgart-Feuerbach;S;6;575,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;507.220;5.409.377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48,83732204;9,09839689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;7120030O7120017O;2,283;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
7020;8087;Ludwigsburg;8;BW;A;81;;8+1;Würzburg;AS Ludwigsburg-Nord;N;Singen;AS Ludwigsburg-Süd;S;7;566,9;321;195;70;56;125.250;62.935;62.314;131.951;66.441;65.510;122.447;62.935;59.512;104.890;50.470;54.420;-1,5;-1,9;-2,4;+1,7;13.387;6.668;6.719;16.691;8.287;8.404;13.340;6.734;6.606;1.700;832;868;-1,0;-0,7;-3,5;+1,4;10,7;12,6;10,9;1,6;0,93;0,79;1,06;6.989;9,6;1.677;19,7;7.439;10,4;5.641;6,7;;;;;;;;;;;;;;;;;;D;D;A;B;B;D;8;17;G;7;;D;8;17;B;7;;C;;;C;;;D;11;;A;;;C;14;;D;18;;86,4;6,4;0,3;0,9;3,0;7,4;5,5;0,3;2,0;84,5;6,9;0,3;0,8;3,5;8,8;6,5;0,3;2,0;86,0;6,7;0,5;1,0;3,0;7,6;5,6;0,3;2,0;95,3;3,7;0,5;1,0;0,7;0,7;0,5;0,3;2,1;511.234;5.416.320;132.455;67.025;65.431;18.151;9.095;9.056;115.272;58.376;56.896;4.644;2.075;2.569;;;;;;;;;;;;;;;;;134.806;67.904;66.902;18.813;9.386;9.427;14,0;13,8;14,1;48,89972145;9,15328527;5.693;5.517;9,0;8,9;9,2;11,6;6,2;8,3;8,4;8,2;68.561;67.258;0,74;0,83;0,93;1,00;1,07;1,05;0,85;0,86;6.642;261;509;27;5.248;97;279;17;1.343;75;256;4;120;7020010O7120051O;2,334;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
7618;8082;Mühlheim;8;BW;A;81;;2;Stuttgart;AS Empfingen;N;Singen;AS Sulz am Neckar;S;4;639,6;294;163;75;56;50.170;24.879;25.291;48.856;24.192;24.664;51.502;25.291;26.212;53.194;26.810;26.384;+1,0;+0,4;+1,3;+2,7;6.602;3.169;3.433;7.973;3.823;4.150;6.913;3.298;3.614;1.344;684;660;+0,5;-0,2;+0,8;+6,7;13,2;16,3;13,4;2,5;1,05;1,11;1,19;2.848;12,1;576;23,6;3.027;13,1;2.310;8,2;;;;;;;;;;;;;;;;;;C;C;D;D;D;C;;;C;;;D;9;18;C;;;E;18;;E;18;;B;11;;C;11;13;D;18;;D;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;478.967;5.358.494;49.504;24.497;25.007;8.709;4.199;4.510;49.709;24.375;25.335;2.844;1.227;1.617;;;;;;;;;;;;;;;;;49.040;24.316;24.724;8.896;4.293;4.604;18,1;17,7;18,6;48,37926206;8,71595099;2.699;2.532;10,8;10,0;1,7;3,4;;;11,1;10,2;23.718;24.096;1,13;1,10;0,95;1,00;1,22;1,16;0,99;1,01;;;;;;;;;;;;;40;7618045O7617050O;0,895;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
6722;8084;Neuenstadt;8;BW;A;81;;8+1;Würzburg;AS Neuenstadt (Kocher);N;Stuttgart;AK Kreuz Weinsberg (A6);S;4;524,8;256;136;73;47;38.413;18.952;19.460;39.448;19.841;19.606;37.972;19.105;18.867;35.277;15.602;19.675;;;;;5.977;2.839;3.137;7.424;3.515;3.909;6.099;2.909;3.191;680;353;327;;;;;15,6;18,8;16,1;1,9;0,96;0,88;1,10;2.147;13,5;508;33,2;2.298;14,1;1.691;11,0;;;;;;;;;;;;;;;;;;C;C;B;B;D;D;9;17;G;8;;E;17;;B;8;;E;17;;C;;;A;;;A;;;A;;;D;19;;83,2;9,2;0,2;1,1;1,8;13,5;10,5;0,2;0,1;80,1;9,7;0,2;1,0;2,2;16,4;12,7;0,2;0,1;82,5;9,8;0,3;1,3;1,9;14,0;10,9;0,2;0,1;96,7;6,6;0,5;1,3;0,3;1,4;1,1;0,3;0,1;525.292;5.451.554;40.558;20.421;20.136;8.107;3.873;4.233;31.899;15.949;15.949;2.153;881;1.272;;;;;;;;;;;;;;;;;40.910;20.604;20.306;8.351;3.981;4.370;20,4;19,3;21,5;49,21625168;9,34729157;2.099;2.013;11,1;10,3;7,9;0,9;6,8;0,4;10,2;9,9;20.524;20.374;0,76;1,00;0,92;1,06;1,19;1,00;0,77;0,78;1.968;49;274;6;1.502;19;167;4;339;14;155;0;190;6722041O6822053O;2,343;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
7021;8086;Pleidelsheim;8;BW;A;81;;8+1;Würzburg;AS Mundelsheim;N;Stuttgart;AS Pleidelsheim;S;6;557,6;322;190;73;59;107.708;54.408;53.300;111.434;56.752;54.682;106.776;55.065;51.710;95.618;45.262;50.356;-1,2;-1,6;+0,5;-2,1;11.691;5.810;5.881;14.576;7.225;7.351;11.823;5.925;5.899;1.268;637;631;-1,6;-1,8;-2,3;+1,0;10,9;13,1;11,1;1,3;0,96;0,86;1,04;6.022;9,5;1.420;22,1;6.412;10,2;4.849;6,9;;;;;;;;;;;;;;;;;;D;D;A;B;D;D;8;17;D;7;18;D;8;17;C;;;C;;;C;;;A;;;A;;;B;14;;D;18;;88,1;9,4;0,3;1,0;2,0;8,7;6,3;0,2;0,1;86,0;10,1;0,2;0,9;2,4;10,5;7,6;0,2;0,1;87,7;9,7;0,4;1,1;2,0;8,9;6,4;0,2;0,1;97,5;6,2;0,5;1,1;0,3;0,8;0,6;0,3;0,1;516.326;5.423.604;112.799;57.586;55.213;15.931;7.965;7.966;97.883;50.211;47.672;3.932;1.715;2.217;;;;;;;;;;;;;;;;;113.940;58.031;55.908;16.448;8.198;8.249;14,4;14,1;14,8;48,96513440;9,22304782;4.856;4.788;8,9;9,0;7,6;1,9;6,1;1,3;8,4;8,6;58.717;55.916;0,78;0,94;0,92;1,02;1,07;1,01;0,86;0,86;5.741;151;501;19;4.501;48;288;12;1.104;44;270;2;140;6921001O7021039O;4,685;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
7120;8090;Stammheim;8;BW;A;81;;2;Würzburg;AS Ludwigsburg-Süd;N;Singen;AS Stuttgart-Zuffenhausen;S;6;572,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;509.942;5.413.172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48,87142294;9,13557777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110;7120051O7120030O;1,753;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
8118;8038;T+R Hegau;8;BW;A;81;;8+1;Stuttgart;AS Geisingen;N;Singen;AS Engen;S;5;711,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;484.150;5.300.887;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47,86112365;8,78809340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;8018030O8118032O;12,722;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
6921;8044;T+R Wunnenstein;8;BW;A;81;;2;Würzburg;AS Ilsfeld;N;Singen;AS Mundelsheim;S;6;547,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;519.581;5.433.367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,05285919;9,26798721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;6921057O6921001O;0,590;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
